,prob_stimulus,prob_interaction,prob_move,prob_link,Run,voters
0,0.0234375,0.1171875,0.046875,0.578125,0.0,85.0
1,0.0703125,0.1171875,0.046875,0.578125,1.0,77.0
2,0.0234375,0.2421875,0.046875,0.578125,2.0,77.0
3,0.0234375,0.1171875,0.053125000000000006,0.578125,3.0,77.0
4,0.0234375,0.1171875,0.046875,0.671875,4.0,77.0
5,0.0703125,0.2421875,0.053125000000000006,0.671875,5.0,82.0
6,0.1484375,0.2421875,0.096875,0.328125,6.0,74.0
7,0.1953125,0.2421875,0.096875,0.328125,7.0,78.0
8,0.1484375,0.1171875,0.096875,0.328125,8.0,78.0
9,0.1484375,0.2421875,0.003125,0.328125,9.0,78.0
10,0.1484375,0.2421875,0.096875,0.421875,10.0,78.0
11,0.1953125,0.1171875,0.003125,0.421875,11.0,95.0
12,0.2109375,0.0546875,0.021875000000000002,0.703125,12.0,84.0
13,0.1328125,0.0546875,0.021875000000000002,0.703125,13.0,84.0
14,0.2109375,0.0546875,0.021875000000000002,0.703125,14.0,81.0
15,0.2109375,0.0546875,0.078125,0.703125,15.0,72.0
16,0.2109375,0.0546875,0.021875000000000002,0.296875,16.0,89.0
17,0.1328125,0.0546875,0.078125,0.296875,17.0,72.0
18,0.0859375,0.1796875,0.07187500000000001,0.453125,18.0,89.0
19,0.0078125,0.1796875,0.07187500000000001,0.453125,19.0,89.0
20,0.0859375,0.1796875,0.07187500000000001,0.453125,20.0,89.0
21,0.0859375,0.1796875,0.028125,0.453125,21.0,89.0
22,0.0859375,0.1796875,0.07187500000000001,0.546875,22.0,89.0
23,0.0078125,0.1796875,0.028125,0.546875,23.0,84.0
24,0.1171875,0.0234375,0.084375,0.390625,24.0,84.0
25,0.0390625,0.0234375,0.084375,0.390625,25.0,84.0
26,0.1171875,0.2109375,0.084375,0.390625,26.0,81.0
27,0.1171875,0.0234375,0.09062500000000001,0.390625,27.0,81.0
28,0.1171875,0.0234375,0.084375,0.359375,28.0,81.0
29,0.0390625,0.2109375,0.09062500000000001,0.359375,29.0,81.0
30,0.2421875,0.1484375,0.034375,0.640625,30.0,88.0
31,0.1640625,0.1484375,0.034375,0.640625,31.0,88.0
32,0.2421875,0.0859375,0.034375,0.640625,32.0,87.0
33,0.2421875,0.1484375,0.040625,0.640625,33.0,86.0
34,0.2421875,0.1484375,0.034375,0.609375,34.0,87.0
35,0.1640625,0.0859375,0.040625,0.609375,35.0,86.0
36,0.1796875,0.0859375,0.059375000000000004,0.265625,36.0,87.0
37,0.2265625,0.0859375,0.059375000000000004,0.265625,37.0,87.0
38,0.1796875,0.0234375,0.059375000000000004,0.265625,38.0,87.0
39,0.1796875,0.0859375,0.065625,0.265625,39.0,87.0
40,0.1796875,0.0859375,0.059375000000000004,0.734375,40.0,87.0
41,0.2265625,0.0234375,0.065625,0.734375,41.0,87.0
42,0.0546875,0.2109375,0.009375000000000001,0.515625,42.0,86.0
43,0.1015625,0.2109375,0.009375000000000001,0.515625,43.0,86.0
44,0.0546875,0.1484375,0.009375000000000001,0.515625,44.0,87.0
45,0.0546875,0.2109375,0.015625,0.515625,45.0,86.0
46,0.0546875,0.2109375,0.009375000000000001,0.484375,46.0,87.0
47,0.1015625,0.1484375,0.015625,0.484375,47.0,88.0
48,0.0390625,0.0390625,0.053125000000000006,0.671875,48.0,87.0
49,0.2109375,0.0390625,0.053125000000000006,0.671875,49.0,87.0
50,0.0390625,0.1640625,0.053125000000000006,0.671875,50.0,86.0
51,0.0390625,0.0390625,0.096875,0.671875,51.0,88.0
52,0.0390625,0.0390625,0.053125000000000006,0.328125,52.0,87.0
53,0.2109375,0.1640625,0.096875,0.328125,53.0,88.0
54,0.1640625,0.1640625,0.003125,0.421875,54.0,88.0
55,0.0859375,0.1640625,0.003125,0.421875,55.0,88.0
56,0.1640625,0.0390625,0.003125,0.421875,56.0,87.0
57,0.1640625,0.1640625,0.046875,0.421875,57.0,86.0
58,0.1640625,0.1640625,0.003125,0.578125,58.0,87.0
59,0.0859375,0.0390625,0.046875,0.578125,59.0,88.0
60,0.0234375,0.1171875,0.046875,0.578125,60.0,88.0
61,0.0703125,0.1171875,0.046875,0.578125,61.0,88.0
62,0.0234375,0.2421875,0.046875,0.578125,62.0,86.0
63,0.0234375,0.1171875,0.053125000000000006,0.578125,63.0,87.0
64,0.0234375,0.1171875,0.046875,0.671875,64.0,87.0
65,0.0703125,0.2421875,0.053125000000000006,0.671875,65.0,87.0
66,0.1484375,0.2421875,0.096875,0.328125,66.0,86.0
67,0.1953125,0.2421875,0.096875,0.328125,67.0,86.0
68,0.1484375,0.1171875,0.096875,0.328125,68.0,87.0
69,0.1484375,0.2421875,0.003125,0.328125,69.0,87.0
70,0.1484375,0.2421875,0.096875,0.421875,70.0,87.0
71,0.1953125,0.1171875,0.003125,0.421875,71.0,86.0
72,0.2109375,0.0546875,0.021875000000000002,0.703125,72.0,87.0
73,0.1328125,0.0546875,0.021875000000000002,0.703125,73.0,86.0
74,0.2109375,0.0546875,0.021875000000000002,0.703125,74.0,88.0
75,0.2109375,0.0546875,0.078125,0.703125,75.0,88.0
76,0.2109375,0.0546875,0.021875000000000002,0.296875,76.0,87.0
77,0.1328125,0.0546875,0.078125,0.296875,77.0,87.0
78,0.0859375,0.1796875,0.07187500000000001,0.453125,78.0,88.0
79,0.0078125,0.1796875,0.07187500000000001,0.453125,79.0,88.0
80,0.0859375,0.1796875,0.07187500000000001,0.453125,80.0,86.0
81,0.0859375,0.1796875,0.028125,0.453125,81.0,88.0
82,0.0859375,0.1796875,0.07187500000000001,0.546875,82.0,87.0
83,0.0078125,0.1796875,0.028125,0.546875,83.0,87.0
84,0.1171875,0.0234375,0.084375,0.390625,84.0,87.0
85,0.0390625,0.0234375,0.084375,0.390625,85.0,88.0
86,0.1171875,0.2109375,0.084375,0.390625,86.0,87.0
87,0.1171875,0.0234375,0.09062500000000001,0.390625,87.0,88.0
88,0.1171875,0.0234375,0.084375,0.359375,88.0,88.0
89,0.0390625,0.2109375,0.09062500000000001,0.359375,89.0,87.0
90,0.2421875,0.1484375,0.034375,0.640625,90.0,89.0
91,0.1640625,0.1484375,0.034375,0.640625,91.0,88.0
92,0.2421875,0.0859375,0.034375,0.640625,92.0,92.0
93,0.2421875,0.1484375,0.040625,0.640625,93.0,81.0
94,0.2421875,0.1484375,0.034375,0.609375,94.0,88.0
95,0.1640625,0.0859375,0.040625,0.609375,95.0,87.0
96,0.1796875,0.0859375,0.059375000000000004,0.265625,96.0,87.0
97,0.2265625,0.0859375,0.059375000000000004,0.265625,97.0,87.0
98,0.1796875,0.0234375,0.059375000000000004,0.265625,98.0,86.0
99,0.1796875,0.0859375,0.065625,0.265625,99.0,86.0
100,0.1796875,0.0859375,0.059375000000000004,0.734375,100.0,86.0
101,0.2265625,0.0234375,0.065625,0.734375,101.0,87.0
102,0.0546875,0.2109375,0.009375000000000001,0.515625,102.0,92.0
103,0.1015625,0.2109375,0.009375000000000001,0.515625,103.0,87.0
104,0.0546875,0.1484375,0.009375000000000001,0.515625,104.0,89.0
105,0.0546875,0.2109375,0.015625,0.515625,105.0,86.0
106,0.0546875,0.2109375,0.009375000000000001,0.484375,106.0,88.0
107,0.1015625,0.1484375,0.015625,0.484375,107.0,88.0
108,0.0390625,0.0390625,0.053125000000000006,0.671875,108.0,89.0
109,0.2109375,0.0390625,0.053125000000000006,0.671875,109.0,87.0
110,0.0390625,0.1640625,0.053125000000000006,0.671875,110.0,88.0
111,0.0390625,0.0390625,0.096875,0.671875,111.0,88.0
112,0.0390625,0.0390625,0.053125000000000006,0.328125,112.0,89.0
113,0.2109375,0.1640625,0.096875,0.328125,113.0,81.0
114,0.1640625,0.1640625,0.003125,0.421875,114.0,81.0
115,0.0859375,0.1640625,0.003125,0.421875,115.0,88.0
116,0.1640625,0.0390625,0.003125,0.421875,116.0,87.0
117,0.1640625,0.1640625,0.046875,0.421875,117.0,87.0
118,0.1640625,0.1640625,0.003125,0.578125,118.0,88.0
119,0.0859375,0.0390625,0.046875,0.578125,119.0,87.0
120,0.0234375,0.1171875,0.046875,0.578125,120.0,88.0
121,0.0703125,0.1171875,0.046875,0.578125,121.0,88.0
122,0.0234375,0.2421875,0.046875,0.578125,122.0,81.0
123,0.0234375,0.1171875,0.053125000000000006,0.578125,123.0,81.0
124,0.0234375,0.1171875,0.046875,0.671875,124.0,89.0
125,0.0703125,0.2421875,0.053125000000000006,0.671875,125.0,89.0
126,0.1484375,0.2421875,0.096875,0.328125,126.0,87.0
127,0.1953125,0.2421875,0.096875,0.328125,127.0,86.0
128,0.1484375,0.1171875,0.096875,0.328125,128.0,88.0
129,0.1484375,0.2421875,0.003125,0.328125,129.0,88.0
130,0.1484375,0.2421875,0.096875,0.421875,130.0,89.0
131,0.1953125,0.1171875,0.003125,0.421875,131.0,92.0
132,0.2109375,0.0546875,0.021875000000000002,0.703125,132.0,88.0
133,0.1328125,0.0546875,0.021875000000000002,0.703125,133.0,88.0
134,0.2109375,0.0546875,0.021875000000000002,0.703125,134.0,86.0
135,0.2109375,0.0546875,0.078125,0.703125,135.0,88.0
136,0.2109375,0.0546875,0.021875000000000002,0.296875,136.0,86.0
137,0.1328125,0.0546875,0.078125,0.296875,137.0,81.0
138,0.0859375,0.1796875,0.07187500000000001,0.453125,138.0,88.0
139,0.0078125,0.1796875,0.07187500000000001,0.453125,139.0,88.0
140,0.0859375,0.1796875,0.07187500000000001,0.453125,140.0,88.0
141,0.0859375,0.1796875,0.028125,0.453125,141.0,88.0
142,0.0859375,0.1796875,0.07187500000000001,0.546875,142.0,87.0
143,0.0078125,0.1796875,0.028125,0.546875,143.0,92.0
144,0.1171875,0.0234375,0.084375,0.390625,144.0,87.0
145,0.0390625,0.0234375,0.084375,0.390625,145.0,88.0
146,0.1171875,0.2109375,0.084375,0.390625,146.0,87.0
147,0.1171875,0.0234375,0.09062500000000001,0.390625,147.0,88.0
148,0.1171875,0.0234375,0.084375,0.359375,148.0,86.0
149,0.0390625,0.2109375,0.09062500000000001,0.359375,149.0,88.0
150,0.2421875,0.1484375,0.034375,0.640625,150.0,85.0
151,0.1640625,0.1484375,0.034375,0.640625,151.0,87.0
152,0.2421875,0.0859375,0.034375,0.640625,152.0,83.0
153,0.2421875,0.1484375,0.040625,0.640625,153.0,88.0
154,0.2421875,0.1484375,0.034375,0.609375,154.0,89.0
155,0.1640625,0.0859375,0.040625,0.609375,155.0,88.0
156,0.1796875,0.0859375,0.059375000000000004,0.265625,156.0,88.0
157,0.2265625,0.0859375,0.059375000000000004,0.265625,157.0,86.0
158,0.1796875,0.0234375,0.059375000000000004,0.265625,158.0,88.0
159,0.1796875,0.0859375,0.065625,0.265625,159.0,87.0
160,0.1796875,0.0859375,0.059375000000000004,0.734375,160.0,86.0
161,0.2265625,0.0234375,0.065625,0.734375,161.0,87.0
162,0.0546875,0.2109375,0.009375000000000001,0.515625,162.0,87.0
163,0.1015625,0.2109375,0.009375000000000001,0.515625,163.0,85.0
164,0.0546875,0.1484375,0.009375000000000001,0.515625,164.0,86.0
165,0.0546875,0.2109375,0.015625,0.515625,165.0,87.0
166,0.0546875,0.2109375,0.009375000000000001,0.484375,166.0,89.0
167,0.1015625,0.1484375,0.015625,0.484375,167.0,88.0
168,0.0390625,0.0390625,0.053125000000000006,0.671875,168.0,85.0
169,0.2109375,0.0390625,0.053125000000000006,0.671875,169.0,87.0
170,0.0390625,0.1640625,0.053125000000000006,0.671875,170.0,88.0
171,0.0390625,0.0390625,0.096875,0.671875,171.0,87.0
172,0.0390625,0.0390625,0.053125000000000006,0.328125,172.0,87.0
173,0.2109375,0.1640625,0.096875,0.328125,173.0,87.0
174,0.1640625,0.1640625,0.003125,0.421875,174.0,87.0
175,0.0859375,0.1640625,0.003125,0.421875,175.0,89.0
176,0.1640625,0.0390625,0.003125,0.421875,176.0,85.0
177,0.1640625,0.1640625,0.046875,0.421875,177.0,88.0
178,0.1640625,0.1640625,0.003125,0.578125,178.0,87.0
179,0.0859375,0.0390625,0.046875,0.578125,179.0,87.0
180,0.0234375,0.1171875,0.046875,0.578125,180.0,89.0
181,0.0703125,0.1171875,0.046875,0.578125,181.0,89.0
182,0.0234375,0.2421875,0.046875,0.578125,182.0,85.0
183,0.0234375,0.1171875,0.053125000000000006,0.578125,183.0,89.0
184,0.0234375,0.1171875,0.046875,0.671875,184.0,92.0
185,0.0703125,0.2421875,0.053125000000000006,0.671875,185.0,92.0
186,0.1484375,0.2421875,0.096875,0.328125,186.0,81.0
187,0.1953125,0.2421875,0.096875,0.328125,187.0,81.0
188,0.1484375,0.1171875,0.096875,0.328125,188.0,88.0
189,0.1484375,0.2421875,0.003125,0.328125,189.0,88.0
190,0.1484375,0.2421875,0.096875,0.421875,190.0,87.0
191,0.1953125,0.1171875,0.003125,0.421875,191.0,92.0
192,0.2109375,0.0546875,0.021875000000000002,0.703125,192.0,88.0
193,0.1328125,0.0546875,0.021875000000000002,0.703125,193.0,83.0
194,0.2109375,0.0546875,0.021875000000000002,0.703125,194.0,89.0
195,0.2109375,0.0546875,0.078125,0.703125,195.0,89.0
196,0.2109375,0.0546875,0.021875000000000002,0.296875,196.0,86.0
197,0.1328125,0.0546875,0.078125,0.296875,197.0,81.0
198,0.0859375,0.1796875,0.07187500000000001,0.453125,198.0,87.0
199,0.0078125,0.1796875,0.07187500000000001,0.453125,199.0,87.0
200,0.0859375,0.1796875,0.07187500000000001,0.453125,200.0,87.0
201,0.0859375,0.1796875,0.028125,0.453125,201.0,87.0
202,0.0859375,0.1796875,0.07187500000000001,0.546875,202.0,92.0
203,0.0078125,0.1796875,0.028125,0.546875,203.0,87.0
204,0.1171875,0.0234375,0.084375,0.390625,204.0,87.0
205,0.0390625,0.0234375,0.084375,0.390625,205.0,86.0
206,0.1171875,0.2109375,0.084375,0.390625,206.0,89.0
207,0.1171875,0.0234375,0.09062500000000001,0.390625,207.0,92.0
208,0.1171875,0.0234375,0.084375,0.359375,208.0,92.0
209,0.0390625,0.2109375,0.09062500000000001,0.359375,209.0,92.0
210,0.2421875,0.1484375,0.034375,0.640625,210.0,91.0
211,0.1640625,0.1484375,0.034375,0.640625,211.0,89.0
212,0.2421875,0.0859375,0.034375,0.640625,212.0,80.0
213,0.2421875,0.1484375,0.040625,0.640625,213.0,88.0
214,0.2421875,0.1484375,0.034375,0.609375,214.0,92.0
215,0.1640625,0.0859375,0.040625,0.609375,215.0,83.0
216,0.1796875,0.0859375,0.059375000000000004,0.265625,216.0,87.0
217,0.2265625,0.0859375,0.059375000000000004,0.265625,217.0,85.0
218,0.1796875,0.0234375,0.059375000000000004,0.265625,218.0,88.0
219,0.1796875,0.0859375,0.065625,0.265625,219.0,87.0
220,0.1796875,0.0859375,0.059375000000000004,0.734375,220.0,92.0
221,0.2265625,0.0234375,0.065625,0.734375,221.0,86.0
222,0.0546875,0.2109375,0.009375000000000001,0.515625,222.0,81.0
223,0.1015625,0.2109375,0.009375000000000001,0.515625,223.0,92.0
224,0.0546875,0.1484375,0.009375000000000001,0.515625,224.0,88.0
225,0.0546875,0.2109375,0.015625,0.515625,225.0,87.0
226,0.0546875,0.2109375,0.009375000000000001,0.484375,226.0,87.0
227,0.1015625,0.1484375,0.015625,0.484375,227.0,87.0
228,0.0390625,0.0390625,0.053125000000000006,0.671875,228.0,91.0
229,0.2109375,0.0390625,0.053125000000000006,0.671875,229.0,88.0
230,0.0390625,0.1640625,0.053125000000000006,0.671875,230.0,87.0
231,0.0390625,0.0390625,0.096875,0.671875,231.0,86.0
232,0.0390625,0.0390625,0.053125000000000006,0.328125,232.0,89.0
233,0.2109375,0.1640625,0.096875,0.328125,233.0,92.0
234,0.1640625,0.1640625,0.003125,0.421875,234.0,87.0
235,0.0859375,0.1640625,0.003125,0.421875,235.0,88.0
236,0.1640625,0.0390625,0.003125,0.421875,236.0,83.0
237,0.1640625,0.1640625,0.046875,0.421875,237.0,83.0
238,0.1640625,0.1640625,0.003125,0.578125,238.0,88.0
239,0.0859375,0.0390625,0.046875,0.578125,239.0,92.0
240,0.0234375,0.1171875,0.046875,0.578125,240.0,88.0
241,0.0703125,0.1171875,0.046875,0.578125,241.0,89.0
242,0.0234375,0.2421875,0.046875,0.578125,242.0,89.0
243,0.0234375,0.1171875,0.053125000000000006,0.578125,243.0,88.0
244,0.0234375,0.1171875,0.046875,0.671875,244.0,92.0
245,0.0703125,0.2421875,0.053125000000000006,0.671875,245.0,92.0
246,0.1484375,0.2421875,0.096875,0.328125,246.0,92.0
247,0.1953125,0.2421875,0.096875,0.328125,247.0,83.0
248,0.1484375,0.1171875,0.096875,0.328125,248.0,81.0
249,0.1484375,0.2421875,0.003125,0.328125,249.0,89.0
250,0.1484375,0.2421875,0.096875,0.421875,250.0,88.0
251,0.1953125,0.1171875,0.003125,0.421875,251.0,87.0
252,0.2109375,0.0546875,0.021875000000000002,0.703125,252.0,87.0
253,0.1328125,0.0546875,0.021875000000000002,0.703125,253.0,92.0
254,0.2109375,0.0546875,0.021875000000000002,0.703125,254.0,88.0
255,0.2109375,0.0546875,0.078125,0.703125,255.0,83.0
256,0.2109375,0.0546875,0.021875000000000002,0.296875,256.0,87.0
257,0.1328125,0.0546875,0.078125,0.296875,257.0,88.0
258,0.0859375,0.1796875,0.07187500000000001,0.453125,258.0,81.0
259,0.0078125,0.1796875,0.07187500000000001,0.453125,259.0,88.0
260,0.0859375,0.1796875,0.07187500000000001,0.453125,260.0,89.0
261,0.0859375,0.1796875,0.028125,0.453125,261.0,89.0
262,0.0859375,0.1796875,0.07187500000000001,0.546875,262.0,85.0
263,0.0078125,0.1796875,0.028125,0.546875,263.0,81.0
264,0.1171875,0.0234375,0.084375,0.390625,264.0,87.0
265,0.0390625,0.0234375,0.084375,0.390625,265.0,81.0
266,0.1171875,0.2109375,0.084375,0.390625,266.0,89.0
267,0.1171875,0.0234375,0.09062500000000001,0.390625,267.0,87.0
268,0.1171875,0.0234375,0.084375,0.359375,268.0,81.0
269,0.0390625,0.2109375,0.09062500000000001,0.359375,269.0,81.0
270,0.2421875,0.1484375,0.034375,0.640625,270.0,87.0
271,0.1640625,0.1484375,0.034375,0.640625,271.0,89.0
272,0.2421875,0.0859375,0.034375,0.640625,272.0,86.0
273,0.2421875,0.1484375,0.040625,0.640625,273.0,90.0
274,0.2421875,0.1484375,0.034375,0.609375,274.0,92.0
275,0.1640625,0.0859375,0.040625,0.609375,275.0,87.0
276,0.1796875,0.0859375,0.059375000000000004,0.265625,276.0,85.0
277,0.2265625,0.0859375,0.059375000000000004,0.265625,277.0,91.0
278,0.1796875,0.0234375,0.059375000000000004,0.265625,278.0,83.0
279,0.1796875,0.0859375,0.065625,0.265625,279.0,88.0
280,0.1796875,0.0859375,0.059375000000000004,0.734375,280.0,83.0
281,0.2265625,0.0234375,0.065625,0.734375,281.0,88.0
282,0.0546875,0.2109375,0.009375000000000001,0.515625,282.0,88.0
283,0.1015625,0.2109375,0.009375000000000001,0.515625,283.0,83.0
284,0.0546875,0.1484375,0.009375000000000001,0.515625,284.0,92.0
285,0.0546875,0.2109375,0.015625,0.515625,285.0,81.0
286,0.0546875,0.2109375,0.009375000000000001,0.484375,286.0,88.0
287,0.1015625,0.1484375,0.015625,0.484375,287.0,80.0
288,0.0390625,0.0390625,0.053125000000000006,0.671875,288.0,92.0
289,0.2109375,0.0390625,0.053125000000000006,0.671875,289.0,88.0
290,0.0390625,0.1640625,0.053125000000000006,0.671875,290.0,88.0
291,0.0390625,0.0390625,0.096875,0.671875,291.0,86.0
292,0.0390625,0.0390625,0.053125000000000006,0.328125,292.0,83.0
293,0.2109375,0.1640625,0.096875,0.328125,293.0,92.0
294,0.1640625,0.1640625,0.003125,0.421875,294.0,81.0
295,0.0859375,0.1640625,0.003125,0.421875,295.0,87.0
296,0.1640625,0.0390625,0.003125,0.421875,296.0,87.0
297,0.1640625,0.1640625,0.046875,0.421875,297.0,87.0
298,0.1640625,0.1640625,0.003125,0.578125,298.0,91.0
299,0.0859375,0.0390625,0.046875,0.578125,299.0,89.0
